YY,DD,MM,Kick-off,Date of the game,,Country,League,Seasons,ToG,Teams ,,Teams ID,,FT +OT Scores,,,,,,Draw,,,1 q ,,,OT Money Line,,OT Money Line,,OT Money Line,
,,,,GMT (UTC +0),PST (UTC -8),,,,,Home,Away,H,A,H,A,W,215.5,AH,TG,,H,A,H,A,R,matchbook,,pinnacle,,bet365,
,,,,,,,,,,,,,,,,,,,,,,,,,,H,A,H,A,H,A
2016,24,Nov,0:00,11/24/2016 0:00,11/23/2016 16:00,USA,NBA,2016/2017,Regular,Philadelphia 76ers,Memphis Grizzlies,PHI,MEM,99,104,A,U,5,203,OT,86,86,26,20,H,2.53,1.53,2.66,1.54,2.65,1.54
2016,23,Nov,3:30,11/23/2016 3:30,11/22/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,111,109,H,O,2,220,,,,29,16,H,2.15,1.71,2.20,1.75,2.20,1.71
2016,23,Nov,2:00,11/23/2016 2:00,11/22/2016 18:00,USA,NBA,2016/2017,Regular,Denver Nuggets,Chicago Bulls,DEN,CHI,110,107,H,O,3,217,,,,19,31,A,1.97,1.84,2.00,1.91,1.95,1.86
2016,23,Nov,0:30,11/23/2016 0:30,11/22/2016 16:30,USA,NBA,2016/2017,Regular,Atlanta Hawks,New Orleans Pelicans,ATL,NOP,94,112,A,U,18,206,,,,14,34,A,1.28,3.76,1.31,3.85,1.28,3.75
2016,23,Nov,0:30,11/23/2016 0:30,11/22/2016 16:30,USA,NBA,2016/2017,Regular,New York Knicks,Portland Trail Blazers,NYK,POR,107,103,H,U,4,210,,,,28,33,A,1.86,1.95,1.80,2.13,1.83,2.00
2016,22,Nov,3:30,11/22/2016 3:30,11/21/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Clippers,Toronto Raptors,LAC,TOR,123,115,H,O,8,238,,,,23,19,H,1.22,4.35,1.25,4.46,1.23,4.25
2016,22,Nov,1:30,11/22/2016 1:30,11/21/2016 17:30,USA,NBA,2016/2017,Regular,San Antonio Spurs,Dallas Mavericks,SAS,DAL,96,91,H,U,5,187,,,,24,28,A,1.03,21.00,1.02,21.45,1.02,17.00
2016,22,Nov,1:00,11/22/2016 1:00,11/21/2016 17:00,USA,NBA,2016/2017,Regular,Milwaukee Bucks,Orlando Magic,MIL,ORL,93,89,H,U,4,182,,,,20,27,A,1.44,2.82,1.47,2.89,1.44,2.85
2016,22,Nov,1:00,11/22/2016 1:00,11/21/2016 17:00,USA,NBA,2016/2017,Regular,Minnesota Timberwolves,Boston Celtics,MIN,BOS,93,99,A,U,6,192,,,,21,23,A,,,2.18,1.77,2.10,1.76
2016,22,Nov,0:30,11/22/2016 0:30,11/21/2016 16:30,USA,NBA,2016/2017,Regular,Detroit Pistons,Houston Rockets,DET,HOU,96,99,A,U,3,195,,,,25,18,H,2.09,1.75,1.95,1.95,2.05,1.80
2016,22,Nov,0:00,11/22/2016 0:00,11/21/2016 16:00,USA,NBA,2016/2017,Regular,Charlotte Hornets,Memphis Grizzlies,CHA,MEM,90,105,A,U,15,195,,,,22,32,A,1.39,3.02,1.50,2.80,1.40,3.10
2016,22,Nov,0:00,11/22/2016 0:00,11/21/2016 16:00,USA,NBA,2016/2017,Regular,Indiana Pacers,Golden State Warriors,IND,GSW,83,120,A,U,37,203,,,,21,34,A,9.20,1.06,9.61,1.09,9.00,1.07
2016,22,Nov,0:00,11/22/2016 0:00,11/21/2016 16:00,USA,NBA,2016/2017,Regular,Philadelphia 76ers,Miami Heat,PHI,MIA,101,94,H,U,7,195,,,,24,30,A,2.55,1.52,2.61,1.56,2.60,1.55
2016,22,Nov,0:00,11/22/2016 0:00,11/21/2016 16:00,USA,NBA,2016/2017,Regular,Washington Wizards,Phoenix Suns,WAS,PHX,106,101,H,U,5,207,,,,26,20,H,1.26,3.96,1.29,4.05,1.27,3.90
2016,21,Nov,2:30,11/21/2016 2:30,11/20/2016 18:30,USA,NBA,2016/2017,Regular,Los Angeles Lakers,Chicago Bulls,LAL,CHI,110,118,A,O,8,228,,,,30,30,D,2.17,1.70,2.20,1.75,2.20,1.71
2016,21,Nov,2:00,11/21/2016 2:00,11/20/2016 18:00,USA,NBA,2016/2017,Regular,Denver Nuggets,Utah Jazz,DEN,UTA,105,91,H,U,14,196,,,,24,14,H,1.58,2.39,1.62,2.45,1.60,2.45
2016,21,Nov,2:00,11/21/2016 2:00,11/20/2016 18:00,USA,NBA,2016/2017,Regular,Sacramento Kings,Toronto Raptors,SAC,TOR,102,99,H,U,3,201,,,,36,28,H,2.34,1.61,2.37,1.66,2.30,1.66
2016,21,Nov,0:00,11/21/2016 0:00,11/20/2016 16:00,USA,NBA,2016/2017,Regular,Oklahoma City Thunder,Indiana Pacers,OKC,IND,111,115,A,O,4,226,OT,103,103,21,30,A,1.16,5.30,1.18,5.56,1.18,5.25
2016,20,Nov,20:30,11/20/2016 20:30,11/20/2016 12:30,USA,NBA,2016/2017,Regular,Brooklyn Nets,Portland Trail Blazers,BKN,POR,109,129,A,O,20,238,,,,29,32,A,2.47,1.55,2.53,1.59,2.50,1.58
2016,20,Nov,17:00,11/20/2016 17:00,11/20/2016 9:00,USA,NBA,2016/2017,Regular,New York Knicks,Atlanta Hawks,NYK,ATL,104,94,H,U,10,198,,,,24,20,H,2.20,1.68,2.25,1.72,2.20,1.71
2016,20,Nov,3:30,11/20/2016 3:30,11/19/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Clippers,Chicago Bulls,LAC,CHI,102,95,H,U,7,197,,,,23,33,A,1.34,3.30,1.37,3.39,1.36,3.25
2016,20,Nov,1:30,11/20/2016 1:30,11/19/2016 17:30,USA,NBA,2016/2017,Regular,Milwaukee Bucks,Golden State Warriors,MIL,GSW,121,124,A,O,3,245,,,,37,28,H,3.72,1.28,3.81,1.31,4.20,1.25
2016,20,Nov,1:00,11/20/2016 1:00,11/19/2016 17:00,USA,NBA,2016/2017,Regular,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,93,71,H,U,22,164,,,,18,16,H,2.22,1.68,2.13,1.80,2.10,1.76
2016,20,Nov,0:30,11/20/2016 0:30,11/19/2016 16:30,USA,NBA,2016/2017,Regular,Philadelphia 76ers,Phoenix Suns,PHI,PHX,120,105,H,O,15,225,,,,32,19,H,2.19,1.69,2.24,1.73,2.25,1.68
2016,20,Nov,0:00,11/20/2016 0:00,11/19/2016 16:00,USA,NBA,2016/2017,Regular,Detroit Pistons,Boston Celtics,DET,BOS,92,94,A,U,2,186,,,,23,30,A,1.58,2.39,1.62,2.45,1.60,2.45
2016,20,Nov,0:00,11/20/2016 0:00,11/19/2016 16:00,USA,NBA,2016/2017,Regular,New Orleans Pelicans,Charlotte Hornets,NOP,CHA,121,116,H,O,5,237,OT,108,108,21,23,A,2.55,1.52,2.61,1.56,2.60,1.55
2016,20,Nov,0:00,11/20/2016 0:00,11/19/2016 16:00,USA,NBA,2016/2017,Regular,Orlando Magic,Dallas Mavericks,ORL,DAL,95,87,H,U,8,182,,,,17,16,H,1.28,3.76,1.31,3.85,1.31,3.60
2016,20,Nov,0:00,11/20/2016 0:00,11/19/2016 16:00,USA,NBA,2016/2017,Regular,Washington Wizards,Miami Heat,WAS,MIA,111,114,A,O,3,225,,,,35,33,H,1.53,2.53,1.56,2.59,1.55,2.60
2016,19,Nov,22:00,11/19/2016 22:00,11/19/2016 14:00,USA,NBA,2016/2017,Regular,Houston Rockets,Utah Jazz,HOU,UTA,111,102,H,U,9,213,,,,28,22,H,1.33,3.46,1.35,3.52,1.34,3.35
2016,19,Nov,3:30,11/19/2016 3:30,11/18/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,107,116,A,O,9,223,,,,16,26,A,3.42,1.33,3.48,1.36,3.35,1.34
2016,19,Nov,3:30,11/19/2016 3:30,11/18/2016 19:30,USA,NBA,2016/2017,Regular,Sacramento Kings,Los Angeles Clippers,SAC,LAC,115,121,A,O,6,236,,,,24,40,A,3.68,1.29,3.75,1.32,3.65,1.30
2016,19,Nov,2:00,11/19/2016 2:00,11/18/2016 18:00,USA,NBA,2016/2017,Regular,Denver Nuggets,Toronto Raptors,DEN,TOR,111,113,A,O,2,224,OT,102,102,19,29,A,,,2.59,1.56,2.60,1.55
2016,19,Nov,1:30,11/19/2016 1:30,11/18/2016 17:30,USA,NBA,2016/2017,Regular,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,64,80,A,U,16,144,,,,19,19,D,2.03,1.80,2.08,1.84,2.00,1.83
2016,19,Nov,1:00,11/19/2016 1:00,11/18/2016 17:00,USA,NBA,2016/2017,Regular,Boston Celtics,Golden State Warriors,BOS,GSW,88,104,A,U,16,192,,,,27,29,A,3.50,1.31,3.56,1.34,3.35,1.34
2016,19,Nov,1:00,11/19/2016 1:00,11/18/2016 17:00,USA,NBA,2016/2017,Regular,New Orleans Pelicans,Portland Trail Blazers,NOP,POR,113,101,H,U,12,214,,,,31,28,H,2.04,1.79,2.09,1.83,2.05,1.80
2016,19,Nov,1:00,11/19/2016 1:00,11/18/2016 17:00,USA,NBA,2016/2017,Regular,Oklahoma City Thunder,Brooklyn Nets,OKC,BKN,124,105,H,O,19,229,,,,34,40,A,1.19,4.90,1.21,5.00,1.18,5.25
2016,19,Nov,0:30,11/19/2016 0:30,11/18/2016 16:30,USA,NBA,2016/2017,Regular,Cleveland Cavaliers,Detroit Pistons,CLE,DET,104,81,H,U,23,185,,,,30,19,H,1.20,4.80,1.22,4.90,1.20,4.75
2016,19,Nov,0:00,11/19/2016 0:00,11/18/2016 16:00,USA,NBA,2016/2017,Regular,Charlotte Hornets,Atlanta Hawks,CHA,ATL,100,96,H,U,4,196,,,,29,28,H,1.68,2.22,1.71,2.27,1.66,2.30
2016,19,Nov,0:00,11/19/2016 0:00,11/18/2016 16:00,USA,NBA,2016/2017,Regular,Indiana Pacers,Phoenix Suns,IND,PHX,96,116,A,U,20,212,,,,18,27,A,1.28,3.90,1.29,3.97,1.29,3.70
2016,18,Nov,3:30,11/18/2016 3:30,11/17/2016 19:30,USA,NBA,2016/2017,Regular,Utah Jazz,Chicago Bulls,UTA,CHI,77,85,A,U,8,162,,,,26,25,H,1.56,2.44,1.61,2.49,1.60,2.45
2016,18,Nov,1:00,11/18/2016 1:00,11/17/2016 17:00,USA,NBA,2016/2017,Regular,Houston Rockets,Portland Trail Blazers,HOU,POR,126,109,H,O,17,235,,,,41,29,H,1.60,2.38,1.63,2.43,1.60,2.45
2016,18,Nov,1:00,11/18/2016 1:00,11/17/2016 17:00,USA,NBA,2016/2017,Regular,Minnesota Timberwolves,Philadelphia 76ers,MIN,PHI,110,86,H,U,24,196,,,,27,18,H,1.12,6.60,1.14,6.69,1.12,6.50
2016,18,Nov,0:30,11/18/2016 0:30,11/17/2016 16:30,USA,NBA,2016/2017,Regular,Miami Heat,Milwaukee Bucks,MIA,MIL,96,73,H,U,23,169,,,,21,27,A,1.60,2.37,1.63,2.43,1.62,2.40
2016,18,Nov,0:00,11/18/2016 0:00,11/17/2016 16:00,USA,NBA,2016/2017,Regular,Washington Wizards,New York Knicks,WAS,NYK,119,112,H,O,7,231,,,,24,18,H,1.65,2.25,1.69,2.31,1.66,2.30
2016,17,Nov,3:30,11/17/2016 3:30,11/16/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM,107,111,A,O,4,218,,,,28,26,H,1.10,9.00,1.10,8.67,1.09,8.00
2016,17,Nov,4:30,11/17/2016 3:30,11/16/2016 19:30,USA,NBA,2016/2017,Regular,Sacramento Kings,San Antonio Spurs,SAC,SAS,105,110,A,U,5,215,,,,22,27,A,3.06,1.45,2.86,1.48,2.90,1.43
2016,17,Nov,2:00,11/17/2016 2:00,11/16/2016 18:00,USA,NBA,2016/2017,Regular,Denver Nuggets,Phoenix Suns,DEN,PHX,120,104,H,O,16,224,,,,28,17,H,1.55,2.69,1.53,2.71,1.54,2.65
2016,17,Nov,1:00,11/17/2016 1:00,11/16/2016 17:00,USA,NBA,2016/2017,Regular,Oklahoma City Thunder,Houston Rockets,OKC,HOU,105,103,H,U,2,208,,,,38,32,H,1.86,2.08,1.91,2.00,1.86,1.95
2016,17,Nov,1:00,11/17/2016 1:00,11/16/2016 17:00,USA,NBA,2016/2017,Regular,Toronto Raptors,Golden State Warriors,TOR,GSW,121,127,A,O,6,248,,,,38,34,H,2.78,1.52,2.73,1.52,2.70,1.50
2016,17,Nov,0:30,11/17/2016 0:30,11/16/2016 16:30,USA,NBA,2016/2017,Regular,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,107,100,H,U,7,207,,,,21,26,A,1.31,3.48,1.34,3.56,1.32,3.50
2016,17,Nov,0:30,11/17/2016 0:30,11/16/2016 16:30,USA,NBA,2016/2017,Regular,Boston Celtics,Dallas Mavericks,BOS,DAL,90,83,H,U,7,173,,,,29,17,H,1.28,3.76,1.31,3.85,1.29,3.70
2016,17,Nov,0:30,11/17/2016 0:30,11/16/2016 16:30,USA,NBA,2016/2017,Regular,New York Knicks,Detroit Pistons,NYK,DET,105,102,H,U,3,207,,,,29,27,H,1.64,2.27,1.68,2.33,1.64,2.35
2016,17,Nov,0:00,11/17/2016 0:00,11/16/2016 16:00,USA,NBA,2016/2017,Regular,Indiana Pacers,Cleveland Cavaliers,IND,CLE,103,93,H,U,10,196,,,,30,19,H,2.61,1.58,2.58,1.57,2.50,1.58
2016,17,Nov,0:00,11/17/2016 0:00,11/16/2016 16:00,USA,NBA,2016/2017,Regular,Orlando Magic,New Orleans Pelicans,ORL,NOP,89,82,H,U,7,171,,,,21,19,H,1.56,2.45,1.60,2.51,1.60,2.45
2016,17,Nov,0:00,11/17/2016 0:00,11/16/2016 16:00,USA,NBA,2016/2017,Regular,Philadelphia 76ers,Washington Wizards,PHI,WAS,109,102,H,U,7,211,,,,29,15,H,2.56,1.52,2.55,1.58,2.60,1.55
2016,16,Nov,3:30,11/16/2016 3:30,11/15/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Lakers,Brooklyn Nets,LAL,BKN,125,118,H,O,7,243,,,,27,29,A,1.31,3.48,1.34,3.60,1.31,3.55
2016,16,Nov,3:00,11/16/2016 3:00,11/15/2016 19:00,USA,NBA,2016/2017,Regular,Portland Trail Blazers,Chicago Bulls,POR,CHI,88,113,A,U,25,201,,,,14,35,A,1.60,2.35,1.63,2.44,1.60,2.45
2016,16,Nov,1:00,11/16/2016 1:00,11/15/2016 17:00,USA,NBA,2016/2017,Regular,Minnesota Timberwolves,Charlotte Hornets,MIN,CHA,108,115,A,O,7,223,,,,30,31,A,2.13,1.73,2.18,1.77,2.10,1.76
2016,16,Nov,0:30,11/16/2016 0:30,11/15/2016 16:30,USA,NBA,2016/2017,Regular,Miami Heat,Atlanta Hawks,MIA,ATL,90,93,A,U,3,183,,,,25,22,H,3.16,1.37,3.22,1.40,3.00,1.41
2016,16,Nov,0:00,11/16/2016 0:00,11/15/2016 16:00,USA,NBA,2016/2017,Regular,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,121,117,H,O,4,238,,,,30,25,H,1.40,2.98,1.43,3.05,1.41,3.00
2016,15,Nov,3:30,11/15/2016 3:30,11/14/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Clippers,Brooklyn Nets,LAC,BKN,127,95,H,O,32,222,,,,39,14,H,1.00,1.00,1.04,15.53,1.05,11.00
2016,15,Nov,2:00,11/15/2016 2:00,11/14/2016 18:00,USA,NBA,2016/2017,Regular,Utah Jazz,Memphis Grizzlies,UTA,MEM,96,102,A,U,6,198,,,,25,33,A,1.35,3.22,1.40,3.22,1.38,3.15
2016,15,Nov,1:30,11/15/2016 1:30,11/14/2016 17:30,USA,NBA,2016/2017,Regular,San Antonio Spurs,Miami Heat,SAS,MIA,94,90,H,U,4,184,,,,25,19,H,1.07,8.40,1.10,8.67,1.09,8.00
2016,15,Nov,1:00,11/15/2016 1:00,11/14/2016 17:00,USA,NBA,2016/2017,Regular,Houston Rockets,Philadelphia 76ers,HOU,PHI,115,88,H,U,27,203,,,,38,26,H,1.10,7.30,1.12,7.55,1.10,7.50
2016,15,Nov,1:00,11/15/2016 1:00,11/14/2016 17:00,USA,NBA,2016/2017,Regular,New Orleans Pelicans,Boston Celtics,NOP,BOS,106,105,H,U,1,211,,,,27,26,H,2.60,1.51,2.66,1.54,2.65,1.54
2016,15,Nov,0:30,11/15/2016 0:30,11/14/2016 16:30,USA,NBA,2016/2017,Regular,Detroit Pistons,Oklahoma City Thunder,DET,OKC,104,88,H,U,16,192,,,,28,25,H,1.62,2.31,1.66,2.37,1.64,2.35
2016,15,Nov,0:30,11/15/2016 0:30,11/14/2016 16:30,USA,NBA,2016/2017,Regular,New York Knicks,Dallas Mavericks,NYK,DAL,93,77,H,U,16,170,,,,15,23,A,1.57,2.43,1.61,2.49,1.58,2.50
2016,15,Nov,0:00,11/15/2016 0:00,11/14/2016 16:00,USA,NBA,2016/2017,Regular,Indiana Pacers,Orlando Magic,IND,ORL,88,69,H,U,19,157,,,,16,19,A,1.30,3.54,1.36,3.48,1.32,3.50
2016,14,Nov,2:00,11/14/2016 2:00,11/13/2016 18:00,USA,NBA,2016/2017,Regular,Portland Trail Blazers,Denver Nuggets,POR,DEN,112,105,H,O,7,217,,,,20,28,A,1.39,3.04,1.42,3.11,1.40,3.05
2016,14,Nov,1:00,11/14/2016 1:00,11/13/2016 17:00,USA,NBA,2016/2017,Regular,Golden State Warriors,Phoenix Suns,GSW,PHX,133,120,H,O,13,253,,,,28,32,A,1.03,22.00,1.02,21.45,1.02,16.50
2016,14,Nov,0:00,11/14/2016 0:00,11/13/2016 16:00,USA,NBA,2016/2017,Regular,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,125,99,H,O,26,224,,,,36,27,H,1.52,2.56,1.56,2.59,1.52,2.67
2016,14,Nov,0:00,11/14/2016 0:00,11/13/2016 16:00,USA,NBA,2016/2017,Regular,Oklahoma City Thunder,Orlando Magic,OKC,ORL,117,119,A,O,2,236,,,,13,27,A,1.19,4.75,1.22,4.90,1.20,4.75
2016,13,Nov,20:30,11/13/2016 20:30,11/13/2016 12:30,USA,NBA,2016/2017,Regular,Cleveland Cavaliers,Charlotte Hornets,CLE,CHA,100,93,H,U,7,193,,,,32,22,H,1.25,4.00,1.28,4.11,1.27,3.90
2016,13,Nov,2:00,11/13/2016 2:00,11/12/2016 18:00,USA,NBA,2016/2017,Regular,Denver Nuggets,Detroit Pistons,DEN,DET,95,106,A,U,11,201,,,,21,36,A,1.46,2.74,1.50,2.81,1.43,2.90
2016,13,Nov,2:00,11/13/2016 2:00,11/12/2016 18:00,USA,NBA,2016/2017,Regular,Phoenix Suns,Brooklyn Nets,PHX,BKN,104,122,A,O,18,226,,,,21,23,A,1.49,2.65,1.53,2.71,1.52,2.67
2016,13,Nov,1:30,11/13/2016 1:30,11/12/2016 17:30,USA,NBA,2016/2017,Regular,Milwaukee Bucks,Memphis Grizzlies,MIL,MEM,106,96,H,U,10,202,,,,24,19,H,1.75,2.09,1.79,2.14,1.74,2.15
2016,13,Nov,1:00,11/13/2016 1:00,11/12/2016 17:00,USA,NBA,2016/2017,Regular,Chicago Bulls,Washington Wizards,CHI,WAS,106,95,H,U,11,201,,,,28,27,H,1.16,5.40,1.18,5.56,1.16,5.50
2016,13,Nov,1:00,11/13/2016 1:00,11/12/2016 17:00,USA,NBA,2016/2017,Regular,Houston Rockets,San Antonio Spurs,HOU,SAS,100,106,A,U,6,206,,,,22,26,A,1.93,1.88,2.00,1.91,1.95,1.86
2016,13,Nov,1:00,11/13/2016 1:00,11/12/2016 17:00,USA,NBA,2016/2017,Regular,Miami Heat,Utah Jazz,MIA,UTA,91,102,A,U,11,193,,,,21,23,A,,,2.33,1.68,2.35,1.64
2016,13,Nov,1:00,11/13/2016 1:00,11/12/2016 17:00,USA,NBA,2016/2017,Regular,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC,105,119,A,O,14,224,,,,21,34,A,2.47,1.54,2.62,1.56,2.50,1.58
2016,13,Nov,0:30,11/13/2016 0:30,11/12/2016 16:30,USA,NBA,2016/2017,Regular,Atlanta Hawks,Philadelphia 76ers,ATL,PHI,117,96,H,U,21,213,,,,23,27,A,1.00,1.00,1.05,13.89,1.05,12.25
2016,13,Nov,0:30,11/13/2016 0:30,11/12/2016 16:30,USA,NBA,2016/2017,Regular,Toronto Raptors,New York Knicks,TOR,NYK,118,107,H,O,11,225,,,,24,28,A,,,1.34,3.60,1.31,3.60
2016,13,Nov,0:00,11/13/2016 0:00,11/12/2016 16:00,USA,NBA,2016/2017,Regular,Indiana Pacers,Boston Celtics,IND,BOS,99,105,A,U,6,204,,,,31,24,H,1.68,2.22,1.71,2.27,1.71,2.20
2016,13,Nov,0:00,11/13/2016 0:00,11/12/2016 16:00,USA,NBA,2016/2017,Regular,New Orleans Pelicans,Los Angeles Lakers,NOP,LAL,99,126,A,O,27,225,,,,26,30,A,1.91,1.91,1.87,2.04,1.90,1.90
2016,12,Nov,3:00,11/12/2016 3:00,11/11/2016 19:00,USA,NBA,2016/2017,Regular,Portland Trail Blazers,Sacramento Kings,POR,SAC,122,120,H,O,2,242,OT,106,106,35,31,H,1.33,3.36,1.36,3.44,1.33,3.40
2016,12,Nov,1:30,11/12/2016 1:30,11/11/2016 17:30,USA,NBA,2016/2017,Regular,San Antonio Spurs,Detroit Pistons,SAS,DET,96,86,H,U,10,182,,,,28,26,H,1.25,4.00,1.27,4.22,1.23,4.25
2016,12,Nov,1:00,11/12/2016 1:00,11/11/2016 17:00,USA,NBA,2016/2017,Regular,Oklahoma City Thunder,Los Angeles Clippers,OKC,LAC,108,110,A,O,2,218,,,,24,16,H,2.74,1.47,2.80,1.50,2.70,1.50
2016,12,Nov,0:30,11/12/2016 0:30,11/11/2016 16:30,USA,NBA,2016/2017,Regular,Boston Celtics,New York Knicks,BOS,NYK,115,87,H,U,28,202,,,,31,27,H,1.40,2.98,1.43,3.05,1.40,3.05
2016,12,Nov,0:00,11/12/2016 0:00,11/11/2016 16:00,USA,NBA,2016/2017,Regular,Charlotte Hornets,Toronto Raptors,CHA,TOR,111,113,A,O,2,224,,,,27,28,A,1.65,2.25,1.69,2.31,1.66,2.30
2016,12,Nov,0:00,11/12/2016 0:00,11/11/2016 16:00,USA,NBA,2016/2017,Regular,Orlando Magic,Utah Jazz,ORL,UTA,74,87,A,U,13,161,,,,17,23,A,2.49,1.55,2.55,1.58,2.50,1.58
2016,12,Nov,0:00,11/12/2016 0:00,11/11/2016 16:00,USA,NBA,2016/2017,Regular,Philadelphia 76ers,Indiana Pacers,PHI,IND,109,105,H,U,4,214,OT,100,100,21,27,A,2.56,1.52,2.62,1.56,2.70,1.50
2016,12,Nov,0:00,11/12/2016 0:00,11/11/2016 16:00,USA,NBA,2016/2017,Regular,Washington Wizards,Cleveland Cavaliers,WAS,CLE,94,105,A,U,11,199,,,,31,26,H,3.60,1.29,3.70,1.33,3.50,1.32
2016,11,Nov,3:30,11/11/2016 3:30,11/10/2016 19:30,USA,NBA,2016/2017,Regular,Sacramento Kings,Los Angeles Lakers,SAC,LAL,91,101,A,U,10,192,,,,30,16,H,1.48,2.66,1.52,2.73,1.50,2.70
2016,11,Nov,2:00,11/11/2016 2:00,11/10/2016 18:00,USA,NBA,2016/2017,Regular,Denver Nuggets,Golden State Warriors,DEN,GSW,101,125,A,O,24,226,,,,19,38,A,2.98,1.40,3.05,1.43,3.00,1.41
2016,11,Nov,1:00,11/11/2016 1:00,11/10/2016 17:00,USA,NBA,2016/2017,Regular,Miami Heat,Chicago Bulls,MIA,CHI,95,98,A,U,3,193,,,,22,23,A,1.80,2.03,1.83,2.10,1.80,2.05
2016,11,Nov,1:00,11/11/2016 1:00,11/10/2016 17:00,USA,NBA,2016/2017,Regular,Milwaukee Bucks,New Orleans Pelicans,MIL,NOP,106,112,A,O,6,218,,,,27,26,H,1.52,2.56,1.53,2.71,1.55,2.60
2016,10,Nov,3:30,11/10/2016 3:30,11/9/2016 19:30,USA,NBA,2016/2017,Regular,Golden State Warriors,Dallas Mavericks,GSW,DAL,116,95,H,U,21,211,,,,34,15,H,1.03,21.00,1.02,21.55,1.01,18.00
2016,10,Nov,3:30,11/10/2016 3:30,11/9/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,111,80,H,U,31,191,,,,36,16,H,1.18,5.00,1.20,5.20,1.22,4.50
2016,10,Nov,2:30,11/10/2016 2:30,11/9/2016 18:30,USA,NBA,2016/2017,Regular,San Antonio Spurs,Houston Rockets,SAS,HOU,99,101,A,U,2,200,,,,24,33,A,1.26,3.88,1.31,3.81,1.31,3.60
2016,10,Nov,2:00,11/10/2016 2:00,11/9/2016 18:00,USA,NBA,2016/2017,Regular,Phoenix Suns,Detroit Pistons,PHX,DET,107,100,H,U,7,207,,,,19,28,A,2.23,1.66,2.29,1.70,2.25,1.68
2016,10,Nov,1:00,11/10/2016 1:00,11/9/2016 17:00,USA,NBA,2016/2017,Regular,Oklahoma City Thunder,Toronto Raptors,OKC,TOR,102,112,A,U,10,214,,,,27,20,H,1.59,2.38,1.63,2.44,1.62,2.40
2016,10,Nov,0:30,11/10/2016 0:30,11/9/2016 16:30,USA,NBA,2016/2017,Regular,Atlanta Hawks,Chicago Bulls,ATL,CHI,115,107,H,O,8,222,,,,35,27,H,1.72,2.32,1.64,2.41,1.58,2.50
2016,10,Nov,0:00,11/10/2016 0:00,11/9/2016 16:00,USA,NBA,2016/2017,Regular,Charlotte Hornets,Utah Jazz,CHA,UTA,104,98,H,U,6,202,,,,24,32,A,1.76,2.08,1.80,2.13,1.76,2.10
2016,10,Nov,0:00,11/10/2016 0:00,11/9/2016 16:00,USA,NBA,2016/2017,Regular,Indiana Pacers,Philadelphia 76ers,IND,PHI,122,115,H,O,7,237,OT,109,109,31,26,H,1.08,7.80,1.11,8.04,1.10,7.50
2016,10,Nov,0:00,11/10/2016 0:00,11/9/2016 16:00,USA,NBA,2016/2017,Regular,New York Knicks,Brooklyn Nets,NYK,BKN,110,96,H,U,14,206,,,,19,29,A,,,1.27,4.18,1.26,4.00
2016,10,Nov,0:00,11/10/2016 0:00,11/9/2016 16:00,USA,NBA,2016/2017,Regular,Orlando Magic,Minnesota Timberwolves,ORL,MIN,107,123,A,O,16,230,,,,17,39,A,1.65,2.20,1.68,2.34,1.74,2.15
2016,10,Nov,0:00,11/10/2016 0:00,11/9/2016 16:00,USA,NBA,2016/2017,Regular,Washington Wizards,Boston Celtics,WAS,BOS,118,93,H,U,25,211,,,,34,8,H,2.05,1.79,2.10,1.83,2.05,1.80
2016,9,Nov,3:30,11/9/2016 3:30,11/8/2016 19:30,USA,NBA,2016/2017,Regular,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,97,109,A,U,12,206,,,,27,25,H,1.49,2.65,1.50,2.80,1.50,2.70
2016,9,Nov,3:30,11/9/2016 3:30,11/8/2016 19:30,USA,NBA,2016/2017,Regular,Sacramento Kings,New Orleans Pelicans,SAC,NOP,102,94,H,U,8,196,,,,33,26,H,1.42,2.88,1.46,2.95,1.42,2.95
2016,9,Nov,6:00,11/9/2016 3:00,11/8/2016 19:00,USA,NBA,2016/2017,Regular,Portland Trail Blazers,Phoenix Suns,POR,PHX,124,121,H,O,3,245,,,,42,25,H,1.27,3.86,1.31,3.85,1.29,3.70
2016,9,Nov,1:00,11/9/2016 1:00,11/8/2016 17:00,USA,NBA,2016/2017,Regular,Memphis Grizzlies,Denver Nuggets,MEM,DEN,108,107,H,U,1,215,,,,26,26,D,1.77,2.06,1.69,2.31,1.66,2.30
